sep=,
"ID","Title","Automation Type","Endpoint","Postcondition","Preconditions","Priority","References","Status","Steps","Steps (Expected Result)","Steps (Step)","Suite","Summary","Test Type","Type"
"C19147248","Delta Auto-apply: Common Link Delta (CREATE,UPDATE,DELETE)","","","","Delta auto-apply configuration:
- Delta= Common Link Delta
- Active = ON
- Delta auto-apply condition:
	AND Action IN CREATE,UPDATE,DELETE
	AND Source system = e.g. TEST_SK1


Job's Additional Settings:
SOURCE_SYSTEM = SourceSystem_ID (e.g. TEST_SK1)
CALCULATE_DELTA=Y
LOAD_COMMON_DATA = Y
SYNCHRONIZE_DATA =Y

-----------------------


","Medium",""," Ready for review","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly 
Expected Result:
Approve checkbox is applied correctly","1. Approve checkbox is applied correctly","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly","CIF (Command Integration Framework) (Automated testing)","1. Open Administration module
2. Open 'Delta Auto-apply configuration' section
3. Create Auto-apply configuration as described in Preconditions
4. In Search view execute for this Auto-apply configuration Context command: 
<Apply configuration>","","Manual"
"C19980217","Delta auto-apply configuration Common Link Delta: Delete","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted
Expected Result:
item is deleted","1. item is deleted","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19980209","Delta auto-apply configuration Dynamic Delta: New","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click New button
Specify required parameters
Click Save, check that item is created
Expected Result:
![](index.php?/attachments/get/12115)","1. ![](index.php?/attachments/get/12115)","1. Click New button
Specify required parameters
Click Save, check that item is created","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19983752","Create Delta Auto-apply Condition for dynamic delta","","","","","Medium","","","","","","CIF (Command Integration Framework) (Automated testing)","","","ToBeAutomated"
"C19147249","Delta Auto-apply: Dynamic Delta  (CREATE,UPDATE,DELETE)","","","","Delta auto-apply configuration:
- Delta= Dynamic Delta
- Active = ON
- Delta auto-apply condition:
	  AND Action IN CREATE,UPDATE,DELETE
	  AND Source system = e.g. TEST_SK1

Dynamic Entity
Job's Additional Settings:
SOURCE_SYSTEM = SourceSystem_ID (e.g. TEST_SK1)
CALCULATE_DELTA=Y
LOAD_DYNAMIC_DATA= Y
SYNCHRONIZE_DATA =N
","Medium",""," Ready for review","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly 
Expected Result:
Changes (CREATE/UPDATE/DELETE) are applied correctly","1. Changes (CREATE/UPDATE/DELETE) are applied correctly","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly","CIF (Command Integration Framework) (Automated testing)","1. Open Administration module
2. Open 'Delta Auto-apply configuration' section
3. Create Auto-apply configuration as described in Preconditions
4. In Search view execute for this Auto-apply configuration Context command: 
<Apply configuration>","","Manual"
"C19980218","Delta auto-apply configuration Dynamic Delta: Delete","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted
Expected Result:
item is deleted","1. item is deleted","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19980210","Delta auto-apply configuration Dynamic Link Delta: New","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click New button
Specify required parameters
Click Save, check that item is created
Expected Result:
![](index.php?/attachments/get/12115)","1. ![](index.php?/attachments/get/12115)","1. Click New button
Specify required parameters
Click Save, check that item is created","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19983753","Create Delta Auto-apply Condition for dynamic link delta","","","","","Medium","","","","","","CIF (Command Integration Framework) (Automated testing)","","","ToBeAutomated"
"C19147250","Delta Auto-apply: Dynamic Link Delta  (CREATE,UPDATE,DELETE)","","","","Delta auto-apply configuration:
- Delta= Dynamic Delta
- Active = ON
- Delta auto-apply condition:
	  AND Action IN CREATE,UPDATE,DELETE
	  AND Source system = e.g. TEST_SK1

Dynamic Entity
Job's Additional Settings:
SOURCE_SYSTEM = SourceSystem_ID (e.g. TEST_SK1)
CALCULATE_DELTA=Y
LOAD_DYNAMIC_DATA= Y
SYNCHRONIZE_DATA =N

","Medium",""," Ready for review","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly 
Expected Result:
Approve Checkbox (Flag) is set correctly in Delta Report","1. Approve Checkbox (Flag) is set correctly in Delta Report","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly","CIF (Command Integration Framework) (Automated testing)","1. Open Administration module
2. Open 'Delta Auto-apply configuration' section
3. Create Auto-apply configuration as described in Preconditions
4. In Search view execute for this Auto-apply configuration Context command: 
<Apply configuration>","","Manual"
"C19980219","Delta auto-apply configuration Dynamic Link Delta: Delete","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted
Expected Result:
item is deleted","1. item is deleted","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19980211","Delta auto-apply configuration Hardware Delta: New","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click New button
Specify required parameters
Click Save, check that item is created
Expected Result:
![](index.php?/attachments/get/12115)","1. ![](index.php?/attachments/get/12115)","1. Click New button
Specify required parameters
Click Save, check that item is created","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19983755","Create Delta Auto-apply Condition for hardware delta","","","","","Medium","","","","","","CIF (Command Integration Framework) (Automated testing)","","","ToBeAutomated"
"C19147251","Delta Auto-apply: Hardware Delta  (CREATE,UPDATE,DELETE)","","","","Delta auto-apply configuration:
- Delta= Hardware Delta
- Active = ON
- Delta auto-apply condition:
	   AND Action IN CREATE,UPDATE,DELETE
	   AND Source system = e.g. TEST_SK1


Job's Additional Settings:
SOURCE_SYSTEM = SourceSystem_ID (e.g. TEST_SK1)
CALCULATE_DELTA=Y
LOAD_HARDWARE_DATA = Y
SYNCHRONIZE_DATA =N

","Medium",""," Ready for review","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly 
Expected Result:
Approve Checkbox (Flag) is set correctly in Delta Report","1. Approve Checkbox (Flag) is set correctly in Delta Report","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly","CIF (Command Integration Framework) (Automated testing)","1. Open Administration module
2. Open 'Delta Auto-apply configuration' section
3. Create Auto-apply configuration as described in Preconditions
4. In Search view execute for this Auto-apply configuration Context command: 
<Apply configuration>","","Manual"
"C19980220","Delta auto-apply configuration Hardware Delta: Delete","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted
Expected Result:
item is deleted","1. item is deleted","1. Click on Search button
Select some item in the grid
Clik Delete button
Check that item is deleted","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19980212","Delta auto-apply configuration Telco Delta: New","","","","1. Open Administration module
2. Click on Delta auto-apply configuration ","Medium",""," Ready for review","1. Click New button
Specify required parameters
Click Save, check that item is created
Expected Result:
![](index.php?/attachments/get/12115)","1. ![](index.php?/attachments/get/12115)","1. Click New button
Specify required parameters
Click Save, check that item is created","CIF (Command Integration Framework) (Automated testing)","","","Manual"
"C19983756","Create Delta Auto-apply Condition for telco delta","","","","","Medium","","","","","","CIF (Command Integration Framework) (Automated testing)","","","ToBeAutomated"
"C19147252","Delta Auto-apply: Telco Delta  (CREATE,UPDATE,DELETE)","","","","Delta auto-apply configuration:
- Delta= Telco Delta
- Active = ON
- Delta auto-apply condition:
	AND Action IN CREATE,UPDATE,DELETE
	AND Source system = e.g. TEST_SK1


Job's Additional Settings:
SOURCE_SYSTEM = SourceSystem_ID (e.g. TEST_SK1)
CALCULATE_DELTA=Y
LOAD_TELCO_SERVICE_DATA
LOAD_TELCO_LINKS = Y
SYNCHRONIZE_DATA =Y


","Medium",""," Ready for review","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly 
Expected Result:
Approve Checkbox (Flag) is set correctly in Delta Report","1. Approve Checkbox (Flag) is set correctly in Delta Report","1. 1. Open necessary Delta Report (or Report created via Query Editor)
2. Click Search
3. Verify that Approved checkbox is set corretly","CIF (Command Integration Framework) (Automated testing)","1. Open Administration module
2. Open 'Delta Auto-apply configuration' section
3. Create Auto-apply configuration as described in Preconditions
4. In Search view execute for this Auto-apply configuration Context command: 
<Apply configuration>","","Manual"
